1	2	2.0
2	0	2.0
3	1	1.0
4	2	2.0
5	1	1.0
6	0	2.0
7	0	0.0
8	2	2.0
9	1	1.0
10	1	1.0
11	0	1.0
12	2	2.0
13	1	1.0
14	2	2.0
15	0	2.0
16	0	0.0
17	2	2.0
18	2	2.0
19	0	0.0
20	2	2.0
21	0	0.0
22	1	1.0
23	0	0.0
24	1	0.0
25	2	2.0
26	2	2.0
27	0	0.0
28	2	2.0
29	1	1.0
30	2	2.0
31	2	2.0
32	1	1.0
33	0	0.0
34	1	2.0
35	2	2.0
36	0	0.0
37	2	2.0
38	0	0.0
39	0	0.0
40	1	1.0
41	2	2.0
42	0	0.0
43	2	2.0
44	1	1.0
45	2	2.0
46	1	1.0
47	2	2.0
48	0	0.0
49	1	1.0
50	2	0.0
51	0	2.0
52	1	1.0
53	2	2.0
54	2	2.0
55	0	0.0
56	1	1.0
57	0	0.0
58	2	2.0
59	1	1.0
60	2	2.0
61	0	0.0
62	1	1.0
63	2	2.0
64	1	0.0
65	2	0.0
66	1	1.0
67	2	2.0
68	0	0.0
69	0	0.0
70	1	1.0
71	2	2.0
72	0	0.0
73	2	2.0
74	1	2.0
75	2	2.0
76	0	2.0
77	0	2.0
78	1	1.0
79	2	2.0
80	1	1.0
81	2	2.0
82	2	2.0
83	0	0.0
84	2	2.0
85	1	1.0
86	1	0.0
87	2	2.0
88	1	1.0
89	2	2.0
90	0	0.0
91	1	1.0
92	2	2.0
93	2	2.0
94	2	2.0
95	0	0.0
96	1	1.0
97	2	2.0
98	0	0.0
99	0	0.0
100	2	2.0
101	2	2.0
102	0	0.0
103	2	2.0
104	1	1.0
105	1	1.0
106	2	2.0
107	2	2.0
108	1	1.0
109	0	0.0
110	2	2.0
111	0	0.0
112	2	2.0
113	1	1.0
114	2	2.0
115	1	1.0
116	0	2.0
117	0	0.0
118	2	2.0
119	1	1.0
120	2	2.0
121	2	2.0
122	0	0.0
123	1	1.0
124	1	1.0
125	0	0.0
126	2	2.0
127	2	2.0
128	0	2.0
129	1	1.0
130	1	1.0
131	2	2.0
132	0	0.0
133	0	0.0
134	2	2.0
135	2	1.0
136	0	0.0
137	2	2.0
138	1	1.0
139	0	1.0
140	0	0.0
141	2	2.0
142	2	2.0
143	2	2.0
144	2	2.0
145	1	0.0
146	2	2.0
147	0	0.0
148	1	1.0
149	2	2.0
150	2	2.0
151	1	1.0
152	0	0.0
153	2	2.0
154	2	2.0
155	1	1.0
156	0	0.0
157	2	2.0
158	1	1.0
159	2	2.0
160	0	0.0
161	2	2.0
162	0	0.0
163	0	0.0
164	1	1.0
165	2	2.0
166	2	2.0
167	0	1.0
168	2	2.0
169	1	1.0
170	2	2.0
171	2	2.0
172	0	0.0
173	1	1.0
174	2	2.0
175	0	0.0
176	1	1.0
177	2	1.0
178	1	1.0
179	2	2.0
180	0	2.0
181	2	2.0
182	2	2.0
183	2	2.0
184	2	2.0
185	2	2.0
186	0	0.0
187	2	2.0
188	1	1.0
189	0	0.0
190	1	1.0
191	2	2.0
192	2	2.0
193	1	1.0
194	2	2.0
195	1	1.0
196	2	0.0
197	0	0.0
198	2	2.0
199	1	1.0
200	1	1.0
201	0	0.0
202	1	1.0
203	2	0.0
204	1	1.0
205	0	0.0
206	1	0.0
207	2	2.0
208	0	0.0
209	2	2.0
210	1	0.0
211	2	2.0
212	0	0.0
213	2	2.0
214	0	0.0
215	1	1.0
216	2	2.0
217	1	1.0
218	2	2.0
219	1	1.0
220	0	0.0
221	2	2.0
222	1	1.0
223	0	0.0
224	2	2.0
225	0	0.0
226	2	2.0
227	1	1.0
228	2	2.0
229	2	2.0
230	0	0.0
231	1	1.0
232	0	1.0
233	2	2.0
234	0	2.0
235	1	1.0
236	2	2.0
237	0	0.0
238	2	2.0
239	0	0.0
240	1	1.0
241	0	0.0
242	2	2.0
243	2	2.0
244	1	1.0
245	1	0.0
246	0	0.0
247	2	2.0
248	2	2.0
249	0	0.0
250	1	1.0
251	2	2.0
252	1	1.0
253	2	2.0
254	0	1.0
255	2	2.0
256	0	0.0
257	1	1.0
258	2	2.0
259	1	1.0
260	1	1.0
261	2	2.0
262	1	1.0
263	2	2.0
264	0	0.0
265	1	1.0
266	1	1.0
267	0	0.0
268	2	2.0
269	2	2.0
270	0	0.0
271	1	1.0
272	2	2.0
273	0	0.0
274	2	2.0
275	1	2.0
276	2	2.0
277	1	0.0
278	0	0.0
