1	0	1.0
2	2	2.0
3	1	1.0
4	0	0.0
5	2	2.0
6	1	2.0
7	2	2.0
8	0	0.0
9	1	2.0
10	0	0.0
11	2	0.0
12	1	2.0
13	2	0.0
14	2	2.0
15	1	1.0
16	1	1.0
17	2	2.0
18	0	0.0
19	2	2.0
20	1	1.0
21	0	2.0
22	1	1.0
23	2	2.0
24	0	1.0
25	0	0.0
26	1	1.0
27	2	2.0
28	2	2.0
29	0	0.0
30	1	1.0
31	1	1.0
32	2	2.0
33	2	2.0
34	2	2.0
35	0	2.0
36	1	1.0
37	0	0.0
38	2	2.0
39	1	1.0
40	2	2.0
41	0	0.0
42	1	1.0
43	1	1.0
44	2	0.0
45	0	0.0
46	0	0.0
47	1	2.0
48	2	2.0
49	0	0.0
50	1	1.0
51	0	0.0
52	2	2.0
53	1	1.0
54	0	0.0
55	1	1.0
56	2	2.0
57	2	2.0
58	1	1.0
59	0	0.0
60	2	2.0
61	1	1.0
62	0	0.0
63	0	0.0
64	2	2.0
65	1	1.0
66	2	2.0
67	0	1.0
68	0	1.0
69	1	1.0
70	0	0.0
71	2	2.0
72	1	1.0
73	2	2.0
74	0	0.0
75	1	1.0
76	2	2.0
77	0	0.0
78	2	2.0
79	2	2.0
80	1	2.0
81	1	1.0
82	1	1.0
83	2	2.0
84	2	2.0
85	1	2.0
86	0	0.0
87	1	1.0
88	0	0.0
89	2	2.0
90	0	0.0
91	1	1.0
92	2	2.0
93	0	0.0
94	2	2.0
95	1	1.0
96	1	1.0
97	2	2.0
98	0	0.0
99	0	0.0
100	2	2.0
101	1	1.0
102	0	0.0
103	2	2.0
104	1	1.0
105	2	2.0
106	0	2.0
107	2	2.0
108	1	1.0
109	2	1.0
110	2	2.0
111	2	2.0
112	1	0.0
113	0	0.0
114	2	1.0
115	1	1.0
116	0	0.0
117	2	2.0
118	1	1.0
119	1	1.0
120	2	2.0
121	0	0.0
122	0	0.0
123	1	1.0
124	0	0.0
125	2	2.0
126	1	1.0
127	0	0.0
128	2	2.0
129	1	1.0
130	1	1.0
131	0	0.0
132	2	2.0
133	0	0.0
134	2	2.0
135	1	1.0
136	2	2.0
137	1	1.0
138	0	0.0
139	2	2.0
140	1	1.0
141	0	0.0
142	0	0.0
143	2	2.0
144	1	1.0
145	0	0.0
146	1	1.0
147	2	2.0
148	0	0.0
149	0	2.0
150	1	1.0
151	2	2.0
152	0	0.0
153	1	1.0
154	1	1.0
155	0	1.0
156	2	2.0
157	0	0.0
158	1	1.0
159	2	2.0
160	0	0.0
161	2	1.0
162	1	1.0
163	0	2.0
164	0	0.0
165	1	1.0
166	2	2.0
167	1	2.0
168	0	0.0
169	1	1.0
170	2	2.0
171	2	2.0
172	2	2.0
173	1	1.0
174	0	0.0
175	2	2.0
176	1	1.0
177	0	2.0
178	0	0.0
179	1	1.0
180	2	2.0
181	0	2.0
182	2	2.0
183	0	0.0
184	0	2.0
185	2	2.0
186	1	1.0
187	1	0.0
188	0	0.0
189	2	2.0
190	2	2.0
191	0	0.0
192	1	1.0
193	2	2.0
194	0	0.0
195	1	1.0
196	2	2.0
197	1	1.0
198	0	0.0
199	1	1.0
200	0	0.0
201	2	2.0
202	0	0.0
203	1	1.0
204	0	0.0
205	2	2.0
206	1	0.0
207	2	2.0
208	0	0.0
209	1	1.0
210	1	1.0
211	2	2.0
212	0	2.0
213	1	1.0
214	2	2.0
215	0	0.0
216	2	2.0
217	0	0.0
218	1	1.0
219	2	2.0
220	1	2.0
221	0	0.0
222	0	0.0
223	2	2.0
224	1	1.0
225	2	2.0
226	2	2.0
227	1	1.0
228	1	1.0
229	2	2.0
230	2	2.0
231	0	2.0
232	1	1.0
233	0	1.0
234	0	0.0
235	2	2.0
236	1	1.0
237	2	2.0
238	1	1.0
239	0	0.0
240	1	1.0
241	0	0.0
242	2	2.0
243	2	0.0
244	2	2.0
245	1	1.0
246	2	2.0
247	0	0.0
248	1	1.0
249	0	0.0
250	1	1.0
251	2	2.0
252	1	1.0
253	2	2.0
254	0	0.0
255	0	0.0
256	1	1.0
257	2	2.0
258	1	1.0
259	2	2.0
260	0	0.0
261	0	0.0
262	0	0.0
263	2	1.0
264	1	0.0
265	2	2.0
266	1	1.0
267	1	1.0
268	2	2.0
269	0	0.0
270	2	2.0
271	0	0.0
272	1	1.0
273	2	2.0
274	0	0.0
275	1	1.0
276	2	2.0
277	1	1.0
278	0	0.0
279	0	0.0
280	1	0.0
281	2	2.0
282	0	0.0
283	1	1.0
284	2	2.0
285	1	1.0
286	0	2.0
287	0	0.0
288	2	2.0
289	2	2.0
290	1	1.0
291	0	2.0
292	1	1.0
293	2	2.0
294	1	1.0
295	0	0.0
296	2	2.0
297	0	0.0
298	1	1.0
299	2	2.0
300	1	1.0
301	0	0.0
302	2	2.0
303	2	1.0
304	1	1.0
305	0	2.0
306	0	0.0
307	2	0.0
308	1	1.0
309	0	0.0
310	2	2.0
311	1	1.0
312	1	1.0
313	0	2.0
314	2	2.0
315	1	1.0
316	2	2.0
317	1	1.0
318	2	2.0
319	0	0.0
320	1	1.0
321	0	0.0
322	2	2.0
323	1	1.0
324	2	2.0
325	0	0.0
326	1	1.0
327	2	2.0
328	1	1.0
329	0	0.0
330	0	0.0
331	1	1.0
332	2	1.0
333	0	0.0
334	2	2.0
335	1	1.0
336	0	0.0
337	1	1.0
338	2	2.0
339	0	0.0
340	1	1.0
341	2	2.0
342	0	0.0
343	2	2.0
344	1	1.0
345	0	0.0
346	1	1.0
347	2	2.0
348	0	2.0
349	1	1.0
350	2	2.0
351	0	0.0
352	2	2.0
353	1	1.0
354	0	1.0
355	2	2.0
356	1	1.0
357	0	2.0
358	1	1.0
359	0	2.0
360	2	2.0
361	1	1.0
362	0	0.0
363	1	1.0
364	0	0.0
365	2	2.0
366	2	2.0
367	1	1.0
368	1	1.0
369	2	2.0
370	0	0.0
371	2	2.0
372	1	2.0
373	2	2.0
374	2	2.0
375	0	0.0
376	1	1.0
377	2	2.0
378	0	0.0
379	1	2.0
380	2	0.0
381	2	1.0
382	2	2.0
383	2	2.0
384	0	0.0
385	1	1.0
386	0	0.0
387	1	2.0
388	2	2.0
389	0	0.0
390	1	0.0
391	2	2.0
392	2	2.0
393	1	1.0
394	2	2.0
395	2	2.0
396	0	2.0
397	1	1.0
398	2	0.0
399	1	1.0
400	2	2.0
401	1	1.0
402	0	2.0
403	2	2.0
404	0	0.0
405	1	1.0
406	2	2.0
407	2	2.0
408	0	0.0
409	1	1.0
410	1	1.0
411	0	0.0
412	2	2.0
413	1	1.0
414	0	0.0
415	2	2.0
416	0	2.0
417	2	0.0
418	1	1.0
419	0	1.0
420	0	0.0
421	2	2.0
422	0	0.0
423	1	1.0
424	2	2.0
425	0	0.0
426	2	2.0
427	1	1.0
428	0	0.0
429	2	2.0
430	1	1.0
431	2	2.0
432	1	1.0
433	2	0.0
434	2	2.0
435	0	0.0
436	1	1.0
437	2	2.0
438	1	0.0
439	0	0.0
440	1	1.0
441	0	0.0
442	2	0.0
443	1	1.0
444	2	2.0
445	0	0.0
446	2	2.0
447	0	0.0
448	1	1.0
449	0	0.0
450	1	1.0
451	2	2.0
452	2	2.0
453	0	0.0
454	1	1.0
455	2	2.0
456	0	0.0
457	1	1.0
458	2	2.0
459	0	0.0
460	1	1.0
461	0	0.0
462	2	2.0
463	1	1.0
464	0	0.0
465	1	1.0
466	2	2.0
467	0	0.0
468	1	2.0
469	2	2.0
470	0	0.0
471	2	2.0
472	0	0.0
473	0	0.0
474	1	1.0
475	2	2.0
476	1	1.0
477	0	2.0
478	0	0.0
479	0	0.0
480	2	2.0
481	1	1.0
482	0	0.0
483	2	2.0
484	0	0.0
485	2	2.0
486	1	1.0
487	0	0.0
488	2	2.0
489	0	2.0
490	1	2.0
491	2	2.0
492	0	2.0
493	1	1.0
494	0	0.0
495	0	2.0
496	1	1.0
497	1	1.0
498	2	2.0
499	0	0.0
500	1	0.0
501	2	2.0
502	0	0.0
503	2	2.0
504	0	2.0
505	1	1.0
506	2	2.0
507	0	0.0
508	1	1.0
509	2	2.0
510	0	0.0
511	1	1.0
512	2	2.0
513	1	0.0
514	0	0.0
515	2	2.0
516	2	2.0
517	1	1.0
518	2	2.0
519	0	0.0
520	1	2.0
521	0	0.0
522	1	1.0
523	2	2.0
524	2	2.0
525	1	1.0
526	0	0.0
527	1	1.0
528	2	2.0
529	0	0.0
530	1	1.0
531	0	0.0
532	2	2.0
533	2	2.0
534	1	1.0
535	0	0.0
536	1	1.0
537	0	2.0
538	2	2.0
539	1	2.0
540	0	0.0
541	0	0.0
542	2	2.0
543	1	1.0
544	0	0.0
545	0	0.0
546	2	2.0
547	1	1.0
548	2	2.0
549	1	1.0
550	0	0.0
551	1	1.0
552	2	2.0
553	0	0.0
554	0	0.0
555	1	1.0
556	2	2.0
557	0	2.0
558	2	2.0
559	0	1.0
560	2	2.0
561	1	1.0
562	2	0.0
563	0	0.0
564	2	2.0
565	1	1.0
566	2	2.0
567	0	0.0
568	0	0.0
569	1	1.0
570	2	2.0
571	0	0.0
572	1	1.0
573	1	1.0
574	0	2.0
575	1	1.0
576	0	2.0
577	2	2.0
578	1	1.0
579	0	0.0
580	0	0.0
581	1	1.0
582	0	0.0
583	0	0.0
584	2	2.0
585	1	1.0
586	0	0.0
587	2	2.0
588	1	1.0
589	1	0.0
590	2	2.0
591	1	1.0
592	1	1.0
593	2	2.0
594	0	0.0
595	0	2.0
596	1	1.0
597	0	2.0
598	0	0.0
599	2	2.0
600	1	0.0
601	2	2.0
602	0	0.0
603	1	1.0
604	2	2.0
605	1	1.0
606	0	0.0
607	0	0.0
608	1	1.0
609	2	2.0
610	1	1.0
611	2	2.0
612	0	0.0
